Run_Number,Factor_Img_Size_Label,Factor_Img_Size_Value,Factor_Batch_Size_Label,Factor_Batch_Size_Value,Blocking_Seed,Response_Val_Accuracy,Time_Total_Sec,Time_Avg_Epoch_Sec,Precision_Angry,Precision_Disgust,Precision_Fear,Precision_Happy,Precision_Sad,Precision_Surprise,Precision_Neutral
49,Small,48,Medium,64,489,0.5161604881286621,347.19702315330505,10.504475391272342,0.3949504057709648,0.4107142857142857,0.3993610223642173,0.6929330831769857,0.4331046312178387,0.6258706467661691,0.4874161073825503
50,Small,48,Medium,64,176,0.5140707492828369,402.1079683303833,10.566829913540891,0.4274809160305343,0.5317460317460317,0.3886113886113886,0.6838365896980462,0.407531380753138,0.6440860215053763,0.4553030303030303
51,Small,48,Large,96,411,0.5158818364143372,421.9604754447937,9.797663544499596,0.4277588168373151,0.4726027397260274,0.412972972972973,0.6900800985828712,0.4146531566640686,0.6473118279569893,0.4468390804597701
52,Small,48,Large,96,305,0.507662296295166,403.66193866729736,9.830148092130337,0.4011916583912612,0.4931506849315068,0.3946784922394678,0.6913890634820867,0.4096802074330164,0.6163836163836164,0.4519650655021834
53,Small,48,Large,96,74,0.5157425403594971,612.7251577377319,10.030323638290657,0.421209117938553,0.5892857142857143,0.404296875,0.6804804804804805,0.4277828886844526,0.6354378818737271,0.4426481909160893
54,Small,48,Large,96,373,0.5118417143821716,446.2503020763397,9.901583703358968,0.4094567404426559,0.5214285714285715,0.4145299145299145,0.670774647887324,0.4036095159967186,0.6491416309012875,0.4517158818834796
55,Small,48,Large,96,472,0.5089161396026611,440.9347805976868,10.006138774481686,0.4048964218455744,0.4863013698630137,0.398488120950324,0.658175355450237,0.4178966789667896,0.6385542168674698,0.4568965517241379
56,Small,48,Large,96,585,0.5176929235458374,464.820814371109,9.874495262795309,0.420675537359263,0.5847457627118644,0.4207188160676532,0.6840509399636143,0.4148660328435609,0.6150049358341559,0.460546282245827
57,Small,48,Large,96,883,0.5140707492828369,461.02830028533936,10.0083574730417,0.3896336014298481,0.5196850393700787,0.4063876651982379,0.6651634723788049,0.4287190082644628,0.6180904522613065,0.4731934731934732
58,Small,48,Large,96,566,0.5097520351409912,494.49622797966,10.075877145845062,0.409,0.559322033898305,0.4017563117453347,0.6925,0.4033018867924528,0.6061204343534057,0.4612341772151899
59,Small,48,Large,96,955,0.5217330455780029,392.87422728538513,10.05858617562514,0.4297520661157025,0.4791666666666667,0.4116959064327485,0.6873102610807529,0.4393203883495146,0.6204453441295547,0.4626865671641791
60,Small,48,Large,96,261,0.5118417143821716,415.6347813606262,10.121560771290849,0.4274891774891775,0.5573770491803278,0.3945945945945946,0.6735415439010017,0.400305576776165,0.6767922235722965,0.4513788098693759
